x	y	color
491155.759291022	7053998.27867922	4
491156.004094575	7053998.4422495	4
491156.263752737	7053998.58103586	4
491156.535764598	7053998.69370157	4
491156.616740774	7053998.72267356	4
491156.634421082	7053998.8419007	4
491156.691845465	7053999.13065767	4
491156.777296983	7053999.41239547	4
491156.889952659	7053999.6844007	4
491157.028727518	7053999.94405371	4
491157.192285031	7054000.18885381	4
491157.379049993	7054000.41644335	4
491157.587223686	7054000.62463043	4
491157.814801211	7054000.81141003	4
491158.059590789	7054000.97498329	4
491158.319234875	7054001.11377484	4
491158.591232862	7054001.22644802	4
491158.872965162	7054001.31191765	4
491159.161718439	7054001.36936061	4
491159.454711738	7054001.39822365	4
491159.749123266	7054001.39822881	4
491160.042117576	7054001.36937603	4
491160.330872866	7054001.3119432	4
491160.612608161	7054001.22648343	4
491160.620708125	7054001.22358532	4
491160.693667503	7054001.22	4
491162.62	7054001.22	4
491162.91877718	7054001.20508496	4
491163.21458351	7054001.16048813	4
491163.504477681	7054001.08665297	4
491163.785577169	7054000.98431363	4
491164.055086902	7054000.85448773	4
491164.310327045	7054000.69846615	4
491164.548759654	7054000.5178003	4
491164.768013906	7054000.31428657	4
491164.965909678	7054000.0899486	4
491165.14047922	7053999.84701706	4
491165.289986723	7053999.58790749	4
491165.412945581	7053999.31519632	4
491165.508133169	7053999.03159522	4
491165.574603001	7053998.73992413	4
491165.611694146	7053998.44308325	4
491165.619037791	7053998.14402417	4
491165.596560917	7053997.84572055	4
491165.544487019	7053997.55113852	4
491165.463333886	7053997.26320723	4
491165.353908454	7053996.98478967	4
491165.21729878	7053996.71865425	4
491165.054863223	7053996.46744727	4
491164.868216938	7053996.23366654	4
491164.659215817	7053996.01963665	4
491164.429938035	7053995.82748578	4
491164.182663382	7053995.65912453	4
491163.919850601	7053995.516227	4
491163.644112935	7053995.40021407	4
491163.358192143	7053995.31223929	4
491163.064931238	7053995.25317742	4
491162.767246221	7053995.22361575	4
491162.621674104	7053995.21646215	4
491162.600823009	7053995.19345583	4
491162.392623589	7053994.98525272	4
491162.16501705	7053994.79846193	4
491161.920195889	7053994.6348828	4
491161.660518428	7053994.49609104	4
491161.388486097	7053994.38342363	4
491161.106719341	7053994.29796587	4
491160.817932372	7053994.24054095	4
491160.714493748	7053994.23036075	4
491160.622221669	7053994.21667614	4
491160.59887032	7053994.17771594	4
491160.443258653	7053993.94369341	4
491160.266430889	7053993.72525926	4
491160.069938821	7053993.5243304	4
491159.855506809	7053993.34267014	4
491159.625016651	7053993.18187268	4
491159.380491063	7053993.04334913	4
491159.124075937	7053992.92831513	4
491158.858021501	7053992.8377802	4
491158.584662575	7053992.77253884	4
491158.306398084	7053992.73316359	4
491158.02567	7053992.72	4
491157.62	7053992.72	4
491157.62	7053992.72141971	4
491157.428459649	7053992.72139731	4
491157.135432778	7053992.75022684	4
491156.846643383	7053992.80764265	4
491156.564873336	7053992.89309164	4
491156.292836893	7053993.0057507	4
491156.033154548	7053993.14453459	4
491155.78832779	7053993.30810643	4
491155.560715002	7053993.49489055	4
491155.352508753	7053993.70308769	4
491155.165714666	7053993.9306923	4
491155.002132106	7053994.17551189	4
491154.863336844	7053994.43518816	4
491154.750665878	7053994.70721967	4
491154.665204552	7053994.98898598	4
491154.607776106	7053995.27777286	4
491154.604476645	7053995.3000245	4
491154.578873803	7053995.4287013	4
491154.550000677	7053995.72170362	4
491154.54998735	7053996.01612511	4
491154.578833951	7053996.30913004	4
491154.636262641	7053996.59789632	4
491154.721720293	7053996.87964267	4
491154.834383816	7053997.15165543	4
492004.017606627	7054017.98697209	4
492004.318367042	7054017.98215457	4
492004.617133207	7054017.94724304	4
492004.910901524	7054017.88258848	4
492005.196718641	7054017.78884088	4
492005.471711143	7054017.66694273	4
492005.733114436	7054017.5181195	4
492005.978300545	7054017.34386736	4
492006.204804533	7054017.14593813	4
492006.410349277	7054016.92632166	4
492006.592868367	7054016.68722583	4
492006.750526878	7054016.43105434	4
492006.881739814	7054016.16038258	4
492006.985188048	7054015.8779317	4
492007.05983158	7054015.58654128	4
492007.104919994	7054015.28914075	4
492007.12	7054014.98872	4
492007.12	7054014.67501	4
492007.104693492	7054014.37234722	4
492007.058930162	7054014.07277292	4
492006.983176993	7054013.77934404	4
492006.878206996	7054013.49505485	4
492006.745091322	7054013.22280631	4
492006.585188328	7054012.96537656	4
492006.400129717	7054012.72539248	4
492006.19180389	7054012.50530296	4
492005.962336676	7054012.30735387	4
492005.714069634	7054012.13356514	4
492005.449536166	7054011.98571017	4
492005.171435661	7054011.86529773	4
492004.88260595	7054011.77355654	4
492004.58599435	7054011.71142277	4
492004.284627586	7054011.67953045	4
492003.981580907	7054011.67820501	4
492003.679946702	7054011.70745998	4
492003.619711445	7054011.71639218	4
492003.618252127	7054011.71646387	4
492003.324362125	7054011.74545507	4
492003.034746451	7054011.80320093	4
492002.75221154	7054011.88914188	4
492002.479495211	7054012.00244513	4
492002.219240141	7054012.14201275	4
492001.973968256	7054012.30649231	4
492001.746056287	7054012.49428996	4
492001.53771275	7054012.70358591	4
492001.350956535	7054012.93235203	4
492001.187597348	7054013.17837154	4
492001.049218171	7054013.43926045	4
492000.937159929	7054013.71249071	4
492000.852508486	7054013.99541465	4
492000.796084134	7054014.28529069	4
492000.768433635	7054014.57930986	4
492000.769824929	7054014.87462306	4
492000.800244534	7054015.16836865	4
492000.859397676	7054015.45770017	4
492000.946711152	7054015.73981394	4
492001.061338874	7054016.01197622	4
492001.202170078	7054016.27154971	4
492001.36784008	7054016.51601908	4
492001.556743505	7054016.74301537	4
492001.767049841	7054016.95033896	4
492001.996721175	7054017.13598082	4
492002.146675246	7054017.24543821	4
492002.338082009	7054017.40217567	4
492002.588723177	7054017.56848574	4
492002.854758789	7054017.70886056	4
492003.133514297	7054017.82188889	4
492003.422187278	7054017.90643441	4
492003.717875607	7054017.96164717	4
492004.017606627	7054017.98697209	4
492010.857546302	7054023.54030097	4
492010.996341396	7054023.79993707	4
492011.159916951	7054024.04471865	4
492011.346697644	7054024.27228832	4
492011.554884671	7054024.48045446	4
492011.782473078	7054024.66721232	4
492012.027271062	7054024.83076332	4
492012.286921083	7054024.96953237	4
492012.558922568	7054025.08218305	4
492012.84065599	7054025.16763046	4
492013.109476185	7054025.22108805	4
492013.118958239	7054025.22346337	4
492013.206378283	7054025.25474005	4
492013.488102649	7054025.34019209	4
492013.776846062	7054025.39761954	4
492014.069827901	7054025.42646936	4
492014.36422673	7054025.42646373	4
492014.657207465	7054025.3976027	4
492014.945948681	7054025.34016421	4
492015.227669778	7054025.25470138	4
492015.49965776	7054025.14203725	4
492015.759293364	7054025.00325676	4
492016.004076279	7054024.83969639	4
492016.231649228	7054024.65293123	4
492016.439820665	7054024.44475986	4
492016.61852243	7054024.22701226	4
492016.622547869	7054024.22257086	4
492016.655309609	7054024.19287808	4
492016.863491579	7054023.98470091	4
492017.050265838	7054023.75712051	4
492017.213833593	7054023.51232865	4
492017.352619553	7054023.25268288	4
492017.465287093	7054022.98068382	4
492017.550751131	7054022.69895103	4
492017.608188577	7054022.41019784	4
492017.637046262	7054022.11720518	4
492017.637046262	7054021.82279482	4
492017.608188577	7054021.52980216	4
492017.550751131	7054021.24104897	4
492017.465287093	7054020.95931618	4
492017.352619553	7054020.68731712	4
492017.213833593	7054020.42767135	4
492017.050265838	7054020.18287949	4
492016.863491579	7054019.95529909	4
492016.655309609	7054019.74712192	4
492016.622829814	7054019.71768468	4
492016.596043143	7054019.67299071	4
492016.432475138	7054019.42817945	4
492016.245697496	7054019.20058078	4
492016.037509238	7054018.9923869	4
492015.809915611	7054018.80560311	4
492015.565108773	7054018.6420285	4
492015.305446677	7054018.50323859	4
492015.033430361	7054018.3905702	4
492014.751679858	7054018.30510854	4
492014.462908957	7054018.24767676	4
492014.169899071	7054018.21882804	4
492014.094729071	7054018.21513804	4
492013.800326893	7054018.21514904	4
492013.507343384	7054018.24401608	4
492013.218600061	7054018.30146114	4
492012.936877606	7054018.38693102	4
492012.66488909	7054018.49960262	4
492012.405253841	7054018.63839088	4
492012.160472225	7054018.80195922	4
492011.932901558	7054018.98873244	4
492011.724733415	7054019.19691184	4
492011.537972514	7054019.42449262	4
492011.374417419	7054019.66928309	4
492011.235643212	7054019.92892584	4
492011.122986331	7054020.20092046	4
492011.116714805	7054020.21844937	4
